ID,POSITIVE,NEUTRAL,NEGATIVE,COMPUND 
8055,0.0,0.707,0.293,-0.4404
8073,0.0,1.0,0.0,0.0
8074,0.0,1.0,0.0,0.0
8075,0.0,1.0,0.0,0.0
8079,0.0,0.887,0.113,-0.1027
8080,0.0,0.775,0.225,-0.4404
8095,0.244,0.756,0.0,0.4404
8096,0.0,1.0,0.0,0.0
8099,0.0,0.932,0.068,-0.34
8104,0.0,1.0,0.0,0.0
8111,0.0,1.0,0.0,0.0
8112,0.0,1.0,0.0,0.0
8113,0.309,0.606,0.085,0.5719
8114,0.0,1.0,0.0,0.0
8120,0.0,1.0,0.0,0.0
8131,0.293,0.707,0.0,0.4404
8132,0.0,1.0,0.0,0.0
8149,0.119,0.881,0.0,0.4019
8150,0.363,0.637,0.0,0.6908
8156,0.0,0.78,0.22,-0.3089
8160,0.205,0.795,0.0,0.4754
8165,0.496,0.504,0.0,0.7845
8166,0.107,0.687,0.206,-0.3818
8178,0.255,0.745,0.0,0.6249
8184,0.231,0.769,0.0,0.6597
8185,0.0,0.811,0.189,-0.4215
8193,0.223,0.687,0.09,0.4777
8196,0.0,1.0,0.0,0.0
8197,0.0,1.0,0.0,0.0
8210,0.357,0.643,0.0,0.6124
8211,0.136,0.723,0.141,-0.0191
8212,0.0,1.0,0.0,0.0
8213,0.147,0.598,0.255,-0.25
8214,0.0,0.633,0.367,-0.4404
8215,0.0,1.0,0.0,0.0
8219,0.057,0.943,0.0,0.3182
8220,0.072,0.928,0.0,0.4019
8221,0.069,0.874,0.057,0.128
8231,0.531,0.469,0.0,0.7777
8232,0.0,0.577,0.423,-0.296
8233,0.0,0.47,0.53,-0.3089
8234,0.25,0.75,0.0,0.6124
8244,0.15,0.85,0.0,0.4588
8245,0.0,1.0,0.0,0.0
8246,0.201,0.799,0.0,0.6988
8247,0.084,0.838,0.078,0.0516
8248,0.344,0.656,0.0,0.902
8249,0.0,1.0,0.0,0.0
8251,0.182,0.657,0.161,0.0772
8252,0.0,1.0,0.0,0.0
8254,0.367,0.633,0.0,0.6997
8256,0.0,0.856,0.144,-0.4019
8257,0.0,1.0,0.0,0.0
8258,0.0,1.0,0.0,0.0
8259,0.0,1.0,0.0,0.0
8260,0.0,1.0,0.0,0.0
8261,0.313,0.687,0.0,0.6249
8262,0.339,0.661,0.0,0.802
8263,0.0,0.69,0.31,-0.4019
8264,0.194,0.556,0.25,-0.1531
8265,0.252,0.748,0.0,0.4019
8266,0.133,0.743,0.125,0.0772
8267,0.333,0.667,0.0,0.3612
8270,0.172,0.828,0.0,0.4019
8278,0.0,0.865,0.135,-0.2944
8279,0.0,1.0,0.0,0.0
8297,0.0,1.0,0.0,0.0
8298,0.0,0.744,0.256,-0.8225
8300,0.097,0.763,0.14,-0.2263
8301,0.0,0.83,0.17,-0.6289
8318,0.088,0.912,0.0,0.3612
8326,0.0,1.0,0.0,0.0
8327,0.077,0.923,0.0,0.2732
8328,0.0,1.0,0.0,0.0
8329,0.19,0.523,0.287,-0.124
8331,0.0,0.789,0.211,-0.7096
8332,0.0,1.0,0.0,0.0
8364,0.358,0.642,0.0,0.4199
8378,0.0,0.787,0.213,-0.4019
8424,0.0,1.0,0.0,0.0
8425,0.0,1.0,0.0,0.0
8426,0.0,0.783,0.217,-0.3612
8435,0.172,0.828,0.0,0.4019
8436,0.214,0.786,0.0,0.4588
8437,0.193,0.741,0.067,0.6249
8444,0.121,0.654,0.224,-0.296
8453,0.412,0.588,0.0,0.6808
8454,0.0,1.0,0.0,0.0
8457,0.136,0.864,0.0,0.4735
8470,0.451,0.549,0.0,0.6249
8471,0.677,0.323,0.0,0.6369
8479,0.0,1.0,0.0,0.0
8482,0.161,0.839,0.0,0.3612
8483,0.528,0.472,0.0,0.6808
8485,0.17,0.752,0.078,0.4215
8487,0.162,0.838,0.0,0.6597
8505,0.0,1.0,0.0,0.0
8506,0.384,0.447,0.169,0.3397
8507,0.157,0.843,0.0,0.4215
8508,0.094,0.796,0.11,-0.09
8509,0.053,0.914,0.033,0.1779
8510,0.038,0.924,0.038,0.0
8512,0.352,0.648,0.0,0.4215
8513,0.0,1.0,0.0,0.0
8514,0.0,0.793,0.207,-0.5719
8515,0.0,1.0,0.0,0.0
8517,0.174,0.695,0.131,0.1882
8518,0.107,0.7,0.193,-0.3818
8531,0.189,0.811,0.0,0.2732
8557,0.321,0.679,0.0,0.7964
8559,0.576,0.424,0.0,0.6213
8567,0.078,0.922,0.0,0.4215
8578,0.0,1.0,0.0,0.0
8579,0.0,0.709,0.291,-0.544
8582,0.737,0.263,0.0,0.4215
8583,0.172,0.828,0.0,0.4019
8584,0.0,0.778,0.222,-0.6908
8593,0.861,0.139,0.0,0.7345
8600,0.0,0.639,0.361,-0.3089
8601,0.0,1.0,0.0,0.0
8602,0.0,1.0,0.0,0.0
8603,0.091,0.909,0.0,0.1779
8605,0.109,0.891,0.0,0.7096
8608,0.0,0.83,0.17,-0.3089
8616,0.0,0.645,0.355,-0.296
8635,0.491,0.509,0.0,0.6997
8649,0.252,0.748,0.0,0.4019
8650,0.0,1.0,0.0,0.0
8651,0.0,0.639,0.361,-0.6979
8652,0.0,1.0,0.0,0.0
8653,0.0,1.0,0.0,0.0
8654,0.0,1.0,0.0,0.0
8658,0.136,0.864,0.0,0.4588
8659,0.168,0.751,0.081,0.4404
8660,0.188,0.812,0.0,0.4173
8661,0.0,0.901,0.099,-0.3182
8662,0.0,1.0,0.0,0.0
8663,0.065,0.935,0.0,0.2023
8664,0.0,0.828,0.172,-0.4019
8666,0.177,0.823,0.0,0.4215
8667,0.346,0.654,0.0,0.7824
8669,0.057,0.845,0.098,-0.2411
8670,0.224,0.629,0.147,0.402
8673,0.54,0.46,0.0,0.5719
8676,0.081,0.808,0.111,-0.2006
8677,0.073,0.751,0.176,-0.5574
8681,0.0,1.0,0.0,0.0
8724,0.0,1.0,0.0,0.0
8755,0.091,0.909,0.0,0.2023
8756,0.157,0.843,0.0,0.6808
8760,0.167,0.666,0.167,0.0018
8768,0.197,0.803,0.0,0.4019
8769,0.0,1.0,0.0,0.0
8772,0.2,0.519,0.281,-0.2716
8813,0.634,0.366,0.0,0.6369
8818,0.465,0.535,0.0,0.8271
8837,0.58,0.42,0.0,0.7845
8838,0.095,0.672,0.233,-0.5413
8846,0.0,1.0,0.0,0.0
8861,0.0,1.0,0.0,0.0
8862,0.0,0.862,0.138,-0.1531
8863,0.262,0.738,0.0,0.7552
8898,0.278,0.722,0.0,0.4019
8899,0.108,0.892,0.0,0.1779
8900,0.347,0.653,0.0,0.4927
8901,0.0,1.0,0.0,0.0
8918,0.179,0.821,0.0,0.34
8919,0.313,0.687,0.0,0.6249
8926,0.088,0.868,0.043,0.4215
8935,0.186,0.814,0.0,0.4927
8936,0.0,0.856,0.144,-0.4019
8946,0.0,1.0,0.0,0.0
8947,0.0,1.0,0.0,0.0
8948,0.0,0.83,0.17,-0.3089
8949,0.0,1.0,0.0,0.0
8960,0.0,1.0,0.0,0.0
8973,0.0,1.0,0.0,0.0
8982,0.459,0.541,0.0,0.6249
8998,0.186,0.814,0.0,0.6249
9002,0.0,0.748,0.252,-0.4019
9003,0.0,1.0,0.0,0.0
9010,0.0,0.822,0.178,-0.6597
9016,0.0,0.898,0.102,-0.3612
9017,0.173,0.827,0.0,0.3182
9080,0.412,0.588,0.0,0.6369
9081,0.231,0.769,0.0,0.4588
9088,0.0,0.476,0.524,-0.296
9103,0.326,0.674,0.0,0.4404
9104,0.0,0.492,0.508,-0.4767
9105,0.0,1.0,0.0,0.0
9129,0.0,0.466,0.534,-0.3167
9130,0.0,1.0,0.0,0.0
9131,0.172,0.828,0.0,0.4404
9132,0.0,1.0,0.0,0.0
9147,0.329,0.671,0.0,0.5994
9148,0.211,0.789,0.0,0.6808
9149,0.0,0.891,0.109,-0.296
9159,0.252,0.748,0.0,0.4019
9191,0.0,0.726,0.274,-0.7506
9192,0.0,1.0,0.0,0.0
9193,0.0,1.0,0.0,0.0
9210,0.687,0.313,0.0,0.7639
9211,0.413,0.587,0.0,0.8898
9225,0.0,0.72,0.28,-0.3252
9226,0.0,0.882,0.118,-0.3412
9246,0.368,0.632,0.0,0.5413
9249,0.135,0.476,0.389,-0.4939
9250,0.054,0.946,0.0,0.0516
9259,0.256,0.744,0.0,0.4754
9262,0.508,0.492,0.0,0.8519
9263,0.152,0.733,0.115,0.1761
9264,0.478,0.522,0.0,0.6696
9269,0.197,0.803,0.0,0.4019
9270,0.0,1.0,0.0,0.0
9272,0.714,0.286,0.0,0.6124
9275,0.0,1.0,0.0,0.0
9303,0.175,0.797,0.029,0.9253
9304,0.0,1.0,0.0,0.0
9305,0.189,0.811,0.0,0.2732
9335,0.0,1.0,0.0,0.0
9336,0.263,0.737,0.0,0.3612
9378,0.419,0.581,0.0,0.7579
9391,0.119,0.881,0.0,0.4019
9424,0.0,1.0,0.0,0.0
9425,0.0,1.0,0.0,0.0
9427,0.115,0.697,0.189,-0.2023
9428,0.128,0.872,0.0,0.3612
9443,0.0,1.0,0.0,0.0
9444,0.137,0.863,0.0,0.4019
9454,0.22,0.569,0.211,0.0258
9455,0.215,0.67,0.114,0.2759
9463,0.0,1.0,0.0,0.0
9480,0.329,0.244,0.427,-0.2023
9481,0.29,0.71,0.0,0.6934
9482,0.0,0.811,0.189,-0.2732
9486,0.126,0.874,0.0,0.0772
9487,0.266,0.734,0.0,0.7003
9488,0.0,1.0,0.0,0.0
9503,0.0,1.0,0.0,0.0
9504,0.133,0.867,0.0,0.3818
9505,0.0,0.868,0.132,-0.1326
9515,0.0,0.909,0.091,-0.296
9516,0.093,0.907,0.0,0.2382
9532,0.435,0.565,0.0,0.7717
9533,0.0,0.633,0.367,-0.7003
9536,0.337,0.663,0.0,0.6808
9537,0.0,0.794,0.206,-0.3252
9538,0.234,0.766,0.0,0.7884
9539,0.153,0.847,0.0,0.4019
9540,0.0,0.847,0.153,-0.4019
9556,0.0,1.0,0.0,0.0
9557,0.123,0.877,0.0,0.5859
9580,0.0,1.0,0.0,0.0
9581,0.0,1.0,0.0,0.0
9582,0.0,0.797,0.203,-0.4215
9598,0.231,0.769,0.0,0.4019
9599,0.245,0.755,0.0,0.856
9600,0.0,1.0,0.0,0.0
9611,0.536,0.464,0.0,0.7964
9612,0.416,0.584,0.0,0.7506
9613,0.0,0.912,0.088,-0.4015
9614,0.0,0.87,0.13,-0.5106
